"","word","catnum","catname","syl","letters","freq","frequency","rank","rfreq"
"496","chiffon","9","kind of cloth",2,7,11,0,29,5.2
"497","crepe","9","kind of cloth",5,1,11,1,30,5.71
"498","felt","9","kind of cloth",1,4,11,357,31,4.86
"499","gaberdine","9","kind of cloth",3,9,11,1,32,5.38
"500","calico","9","kind of cloth",3,6,10,2,33,3.67
"501","lace","9","kind of cloth",1,4,10,7,34,5.75
"502","gingham","9","kind of cloth",2,7,9,NA,35,NA
"503","sailcloth","9","kind of cloth",2,9,9,NA,36,NA
"504","synthetics","9","kind of cloth",3,10,9,NA,37,NA
"505","arnel","9","kind of cloth",2,5,8,NA,38,NA
"506","knit","9","kind of cloth",1,4,8,NA,39,NA
"507","peau de soie","9","kind of cloth",3,10,8,NA,40,NA
"508","suede","9","kind of cloth",1,5,7,NA,41,NA
"509","tablecloth","9","kind of cloth",3,10,7,NA,42,NA
"510","cashmere","9","kind of cloth",2,8,6,NA,43,NA
"511","oxford","9","kind of cloth",2,6,6,NA,44,NA
"512","polyester","9","kind of cloth",4,9,6,NA,45,NA
"513","banlon","9","kind of cloth",2,6,5,NA,46,NA
"514","leather","9","kind of cloth",2,7,5,NA,47,NA
"515","organdy","9","kind of cloth",3,7,5,NA,48,NA
"516","percale","9","kind of cloth",2,7,5,NA,49,NA
"517","pique","9","kind of cloth",1,5,5,NA,50,NA
"518","polished cotton","9","kind of cloth",4,14,5,NA,51,NA
"519","shantung","9","kind of cloth",2,8,5,NA,52,NA
"520","sharkskin","9","kind of cloth",2,9,5,NA,53,NA
"521","wosted","9","kind of cloth",2,6,5,NA,54,NA
"522","dustcloth","9","kind of cloth",2,9,4,NA,55,NA
"523","flax","9","kind of cloth",1,4,4,NA,56,NA
"524","kodel","9","kind of cloth",2,5,4,NA,57,NA
"525","oilcloth","9","kind of cloth",2,8,4,NA,58,NA
"526","batiste","9","kind of cloth",2,7,3,NA,59,NA
"527","celanese","9","kind of cloth",3,8,3,NA,60,NA
"528","chamois","9","kind of cloth",2,7,3,NA,61,NA
"529","chintz","9","kind of cloth",1,6,3,NA,62,NA
"530","dishcloth","9","kind of cloth",2,9,3,NA,63,NA
"531","plaid","9","kind of cloth",1,5,3,NA,64,NA
"532","plastic","9","kind of cloth",2,7,3,NA,65,NA
"533","rag","9","kind of cloth",1,3,3,NA,66,NA
"534","serge","9","kind of cloth",1,5,3,NA,67,NA
"535","velveteen washclot","9","kind of cloth",5,17,3,NA,68,NA
"536","alpaca","9","kind of cloth",3,6,2,NA,69,NA
"537","antron","9","kind of cloth",2,6,2,NA,70,NA
"538","damask","9","kind of cloth",2,6,2,NA,71,NA
"539","fabric","9","kind of cloth",2,6,2,NA,72,NA
"540","fortrel","9","kind of cloth",2,7,2,NA,73,NA
"541","homespun","9","kind of cloth",2,8,2,NA,74,NA
"542","hopsacking","9","kind of cloth",3,10,2,NA,75,NA
"543","loin","9","kind of cloth",1,4,2,NA,76,NA
"544","organza","9","kind of cloth",3,7,2,NA,77,NA
"545","pelon","9","kind of cloth",2,5,2,NA,78,NA
"546","poplin","9","kind of cloth",2,6,2,NA,79,NA
"547","rough","9","kind of cloth",1,5,2,NA,80,NA
"548","sheer","9","kind of cloth",1,5,2,NA,81,NA
"549","sheet","9","kind of cloth",1,5,2,NA,82,NA
"550","soft","9","kind of cloth",1,4,2,NA,83,NA
"551","stay prest","9","kind of cloth",2,9,2,NA,84,NA
"552","surrah","9","kind of cloth",2,6,2,NA,85,NA
"553","towel","9","kind of cloth",2,5,2,NA,86,NA
"554","twill","9","kind of cloth",1,5,2,NA,87,NA
"555","whipped cream","9","kind of cloth",2,12,2,NA,88,NA
"556","yarn","9","kind of cloth",1,4,2,NA,89,NA
"557","blue","10","color",1,4,438,143,1,1.6
"558","red","10","color",1,3,435,197,2,2.7
"559","green","10","color",1,5,431,116,3,3.96
"560","yellow","10","color",2,6,387,55,4,4.74
"561","orange","10","color",2,6,382,23,5,5.4
"562","black","10","color",1,5,314,203,6,6.4
"563","purple","10","color",2,6,282,13,7,6.89
"564","white","10","color",1,5,272,365,8,6.65
"565","pink","10","color",1,4,224,48,9,6.73
"566","brown","10","color",1,5,217,176,10,7.67
"567","violet","10","color",2,6,153,7,11,7.22
"568","gray","10","color",1,4,94,80,12,8.66
"569","turquoise","10","color",2,8,71,3,13,7.98
"570","gold","10","color",1,4,56,52,14,7.54
"571","indigo","10","color",3,6,47,1,15,7.85
"572","maroon","10","color",2,7,46,3,16,8.46
"573","chartreuse","10","color",2,10,42,0,17,9.13
"574","tan","10","color",1,3,42,9,18,9.66
"575","lavender","10","color",3,8,37,5,19,7.56
"576","beige","10","color",5,1,35,1,20,9.56
"577","silver","10","color",2,6,32,29,21,8.74
"578","aqua","10","color",2,4,31,0,22,8.06
"579","magenta","10","color",3,7,21,2,23,7.17
"580","olive","10","color",2,5,15,5,24,8.4
"581","rose","10","color",1,4,14,86,25,9.67
"582","mauve","10","color",1,5,13,1,26,9.25
"583","navy","10","color",2,4,9,NA,27,NA
"584","blue green","10","color",2,9,8,NA,28,NA
"585","scarlet","10","color",2,7,8,NA,29,NA
"586","burgundy","10","color",3,8,7,NA,30,NA
"587","fuchsia","10","color",2,7,7,NA,31,NA
"588","azure","10","color",2,5,6,NA,32,NA
"589","cranberry","10","color",3,9,6,NA,33,NA
"590","flesh","10","color",1,5,6,NA,34,NA
"591","crimson","10","color",2,7,5,NA,35,NA
"592","yellow green","10","color",3,11,5,NA,36,NA
"593","orchid","10","color",2,6,4,NA,37,NA
"594","peach","10","color",1,5,4,NA,38,NA
"595","amber","10","color",2,5,3,NA,39,NA
"596","aquamarine","10","color",4,10,3,NA,40,NA
"597","blond","10","color",1,5,3,NA,41,NA
"598","emerald","10","color",3,7,3,NA,42,NA
"599","ivory","10","color",3,5,3,NA,43,NA
"600","lemon","10","color",2,5,3,NA,44,NA
"601","red orange","10","color",3,10,3,NA,45,NA
"602","salmon","10","color",2,6,3,NA,46,NA
"603","auburn","10","color",2,6,2,NA,47,NA
"604","carmine","10","color",2,7,2,NA,48,NA
"605","cream","10","color",1,5,2,NA,49,NA
"606","heliotrope","10","color",4,10,2,NA,50,NA
"607","lilac","10","color",2,5,2,NA,51,NA
"608","ocher","10","color",2,5,2,NA,52,NA
"609","red violet","10","color",3,9,2,NA,53,NA
"610","ruby","10","color",2,4,2,NA,54,NA
"611","tangerine","10","color",3,9,2,NA,55,NA
"612","knife","11","kitchen utensil",1,5,382,76,1,2.37
"613","spoon","11","kitchen utensil",1,5,369,6,2,2.86
"614","fork","11","kitchen utensil",1,4,349,14,3,2.75
"615","pan","11","kitchen utensil",1,3,242,16,4,3.7
"616","pot","11","kitchen utensil",1,3,205,28,5,3.33
"617","spatula","11","kitchen utensil",3,7,155,0,6,4.73
"618","can opener","11","kitchen utensil",4,9,103,0,7,5.18
"619","stove","11","kitchen utensil",1,5,74,15,8,5.47
"620","bowl","11","kitchen utensil",1,4,69,23,9,6.08
"621","mixer","11","kitchen utensil",2,5,74,2,10,5.67
"622","cup","11","kitchen utensil",1,3,49,45,11,6.56
"623","dish","11","kitchen utensil",1,4,42,16,12,6.07
"624","beater","11","kitchen utensil",2,0,39,0,13,5.33
"625","measuring cup","11","kitchen utensil",4,12,38,0,14,5.91
"626","frying pan","11","kitchen utensil",3,9,35,0,15,5.74
"627","plate","11","kitchen utensil",1,5,34,22,16,6.71
"628","skillet","11","kitchen utensil",2,7,34,2,17,5.06
"629","egg beater","11","kitchen utensil",3,9,32,0,18,4.09
"630","refrigerator","11","kitchen utensil",5,13,32,23,19,6.72
"631","sink","11","kitchen utensil",1,4,31,23,20,6.64
"632","glass","11","kitchen utensil",2,7,27,29,21,6.93
"633","toaster","11","kitchen utensil",2,7,26,0,22,7.05
"634","strainer","11","kitchen utensil",2,8,25,0,23,6.07
"635","ladle","11","kitchen utensil",2,5,23,1,24,5.23
"636","measuring spoons","11","kitchen utensil",4,15,22,0,25,5.25
"637","oven","11","kitchen utensil",2,4,21,7,26,5.5
"638","saucer","11","kitchen utensil",2,7,17,2,27,5.13
"639","blender","11","kitchen utensil",2,7,14,0,28,6.5
"640","rolling pin","11","kitchen utensil",3,10,14,0,29,4
"641","pot holder","11","kitchen utensil",3,9,13,0,30,6
"642","sifter","11","kitchen utensil",2,6,12,0,31,6.33
"643","coffee pot","11","kitchen utensil",3,9,11,2,32,6.4
"644","cutting board","11","kitchen utensil",3,12,11,0,33,6.14
"645","ice box","11","kitchen utensil",2,6,11,3,34,5
"646","scraper","11","kitchen utensil",2,7,11,0,35,6
"647","colander","11","kitchen utensil",3,8,10,0,36,6.71
"648","sauce pan","11","kitchen utensil",2,8,10,3,37,4.14
"649","bottle opener","11","kitchen utensil",5,12,9,NA,38,NA
"650","knife sharpener","11","kitchen utensil",4,14,9,NA,39,NA
"651","potato peeler","11","kitchen utensil",5,12,9,NA,40,NA
"652","tongs","11","kitchen utensil",1,5,9,NA,41,NA
"653","broiler","11","kitchen utensil",2,7,8,NA,42,NA
"654","dishwasher","11","kitchen utensil",3,10,8,NA,43,NA
"655","grater","11","kitchen utensil",2,6,8,NA,44,NA
"656","kettle","11","kitchen utensil",2,6,8,NA,45,NA
"657","potato masher","11","kitchen utensil",5,12,8,NA,46,NA
"658","sieve","11","kitchen utensil",1,5,8,NA,47,NA
"659","lid","11","kitchen utensil",1,3,7,NA,48,NA
"660","mixmaster","11","kitchen utensil",3,9,7,NA,49,NA
"661","pancake turner","11","kitchen utensil",4,13,7,NA,50,NA
"662","table","11","kitchen utensil",2,5,7,NA,51,NA
"663","opener","11","kitchen utensil",3,6,6,NA,52,NA
"664","paring knife","11","kitchen utensil",3,11,6,NA,53,NA
"665","pressure cooker","11","kitchen utensil",4,14,6,NA,54,NA
"666","sponge","11","kitchen utensil",1,6,6,NA,55,NA
"667","platter","11","kitchen utensil",2,7,5,NA,56,NA
"668","salt and pepper sh","11","kitchen utensil",6,15,5,NA,57,NA
"669","cake pan","11","kitchen utensil",2,7,4,NA,58,NA
"670","carving knife","11","kitchen utensil",3,12,4,NA,59,NA
"671","dishpan","11","kitchen utensil",2,7,4,NA,60,NA
"672","grille","11","kitchen utensil",1,6,4,NA,61,NA
"673","jar","11","kitchen utensil",1,3,4,NA,62,NA
"674","roaster","11","kitchen utensil",2,7,4,NA,63,NA
"675","serving spoon","11","kitchen utensil",3,12,4,NA,64,NA
"676","thermometer","11","kitchen utensil",4,11,4,NA,65,NA
"677","towel","11","kitchen utensil",2,5,4,NA,66,NA
"678","butcher knife","11","kitchen utensil",3,12,3,NA,67,NA
"679","clock","11","kitchen utensil",1,5,3,NA,68,NA
"680","cookie sheet","11","kitchen utensil",3,11,3,NA,69,NA
"681","dipper","11","kitchen utensil",2,6,3,NA,70,NA
"682","dishrag","11","kitchen utensil",2,7,3,NA,71,NA
"683","double boiler","11","kitchen utensil",4,12,3,NA,72,NA
"684","flipper","11","kitchen utensil",2,7,3,NA,73,NA
"685","food","11","kitchen utensil",1,4,3,NA,74,NA
"686","freezer","11","kitchen utensil",2,7,3,NA,75,NA
"687","grinder","11","kitchen utensil",2,7,3,NA,76,NA
"688","hot pad","11","kitchen utensil",2,6,3,NA,77,NA
"689","osterizer","11","kitchen utensil",4,9,3,NA,78,NA
"690","salad fork","11","kitchen utensil",3,9,3,NA,79,NA
"691","scissors","11","kitchen utensil",2,8,3,NA,80,NA
"692","soup spoon","11","kitchen utensil",2,9,3,NA,81,NA
"693","tablespoon","11","kitchen utensil",3,10,3,NA,82,NA
"694","teaspoon","11","kitchen utensil",2,8,3,NA,83,NA
"695","washrag","11","kitchen utensil",2,7,3,NA,84,NA
"696","wooden board","11","kitchen utensil",3,11,3,NA,85,NA
"697","bread board","11","kitchen utensil",2,10,2,NA,86,NA
"698","bread knife","11","kitchen utensil",2,10,2,NA,87,NA
"699","broom","11","kitchen utensil",1,5,2,NA,88,NA
"700","butter knife","11","kitchen utensil",3,11,2,NA,89,NA
"701","cabinets","11","kitchen utensil",3,8,2,NA,90,NA
"702","cake knife","11","kitchen utensil",2,9,2,NA,91,NA
"703","canister","11","kitchen utensil",3,8,2,NA,92,NA
"704","casserole","11","kitchen utensil",3,9,2,NA,93,NA
"705","chopper","11","kitchen utensil",2,7,2,NA,94,NA
"706","church key","11","kitchen utensil",2,9,2,NA,95,NA
"707","cleaver","11","kitchen utensil",2,7,2,NA,96,NA
"708","coffee maker","11","kitchen utensil",4,11,2,NA,97,NA
"709","corkscrew","11","kitchen utensil",2,9,2,NA,98,NA
"710","dustpan","11","kitchen utensil",2,7,2,NA,99,NA
"711","hot holder","11","kitchen utensil",3,9,2,NA,100,NA
"712","meat cleaver","11","kitchen utensil",3,11,2,NA,101,NA
"713","mixing bowl","11","kitchen utensil",3,10,2,NA,102,NA
"714","pie pan","11","kitchen utensil",2,6,2,NA,103,NA
"715","prongs","11","kitchen utensil",1,6,2,NA,104,NA
"716","range","11","kitchen utensil",1,5,2,NA,105,NA
"717","scouring pad","11","kitchen utensil",4,11,2,NA,106,NA
"718","sheet","11","kitchen utensil",1,5,2,NA,107,NA
"719","soup ladle","11","kitchen utensil",3,9,2,NA,108,NA
"720","stirring spoon","11","kitchen utensil",3,13,2,NA,109,NA
"721","waffle iron","11","kitchen utensil",4,10,2,NA,110,NA
"722","church","12","bldg for religious servic",1,6,435,348,1,1.27
"723","synagogue","12","bldg for religious servic",3,9,356,3,2,2.37
"724","temple","12","bldg for religious servic",2,6,272,38,3,2.91
"725","chapel","12","bldg for religious servic",2,6,196,20,4,3.13
"726","cathedral","12","bldg for religious servic",3,9,166,8,5,3.74
"727","mosque","12","bldg for religious servic",1,6,115,10,6,3.63
"728","shrine","12","bldg for religious servic",1,6,42,7,7,4.69
"729","monastery","12","bldg for religious servic",4,11,27,2,8,4.1
"730","tabernacle","12","bldg for religious servic",4,10,23,1,9,3.77
"731","pagoda","12","bldg for religious servic",3,6,21,1,10,5
"732","sanctuary","12","bldg for religious servic",4,9,21,9,11,3.79
"733","tent","12","bldg for religious servic",1,4,15,20,12,3.33
"734","parish","12","bldg for religious servic",2,6,13,11,13,3.64
"735","house","12","bldg for religious servic",2,6,10,83,14,3.5
"736","shul","12","bldg for religious servic",1,4,10,0,15,2.67
"737","basilica","12","bldg for religious servic",4,8,8,NA,16,NA
"738","convent","12","bldg for religious servic",2,7,8,NA,17,NA
"739","home","12","bldg for religious servic",1,4,7,NA,18,NA
"740","school","12","bldg for religious servic",1,6,7,NA,19,NA
"741","house of god","12","bldg for religious servic",3,10,6,NA,20,NA
"742","altar","12","bldg for religious servic",2,5,5,NA,21,NA
"743","hall","12","bldg for religious servic",1,4,5,NA,22,NA
"744","meetinghouse","12","bldg for religious servic",3,12,5,NA,23,NA
"745","abbey","12","bldg for religious servic",2,5,4,NA,24,NA
"746","auditorium","12","bldg for religious servic",5,10,4,NA,25,NA
"747","mission","12","bldg for religious servic",2,7,4,NA,26,NA
"748","priest","12","bldg for religious servic",1,6,4,NA,27,NA
"749","rectory","12","bldg for religious servic",3,7,4,NA,28,NA
"750","catacomb","12","bldg for religious servic",3,8,3,NA,29,NA
"751","foundation","12","bldg for religious servic",3,10,3,NA,30,NA
"752","house of worship","12","bldg for religious servic",4,14,3,NA,31,NA
"753","meeting hall","12","bldg for religious servic",3,11,3,NA,32,NA
"754","parish hall","12","bldg for religious servic",3,10,3,NA,33,NA
"755","pyramid","12","bldg for religious servic",3,7,3,NA,34,NA
"756","seminary","12","bldg for religious servic",4,8,3,NA,35,NA
"757","assembly hall","12","bldg for religious servic",4,12,2,NA,36,NA
"758","building","12","bldg for religious servic",2,8,2,NA,37,NA
"759","cross","12","bldg for religious servic",1,5,2,NA,38,NA
"760","funeral home","12","bldg for religious servic",4,11,2,NA,39,NA
"761","mass","12","bldg for religious servic",1,4,2,NA,40,NA
"762","nunnery","12","bldg for religious servic",3,7,2,NA,41,NA
"763","pews","12","bldg for religious servic",1,4,2,NA,42,NA
"764","retreat","12","bldg for religious servic",2,7,2,NA,43,NA
"765","tower","12","bldg for religious servic",2,5,2,NA,44,NA
"766","noun","13","part of speech",1,4,371,1,1,1.76
"767","adjective","13","part of speech",3,9,339,2,2,3.85
"768","pronoun","13","part of speech",2,7,332,4,3,3.8
"769","verb","13","part of speech",1,4,330,4,4,2.22
"770","adverb","13","part of speech",2,6,326,1,5,4.08
"771","conjuction","13","part of speech",3,11,169,16,6,5.92
"772","preposition","13","part of speech",4,0,169,2,7,5.52
"773","interjection","13","part of speech",4,12,85,0,8,6.23
"774","participle","13","part of speech",4,10,56,0,9,4.98
"775","gerund","13","part of speech",2,6,45,0,10,5.3
"776","words","13","part of speech",1,5,42,274,11,1.95
"777","article","13","part of speech",3,7,39,68,12,5.68
"778","subject","13","part of speech",2,7,33,161,13,4.24
"779","direct object","13","part of speech",4,12,29,0,14,5.31
"780","tongue","13","part of speech",1,6,27,35,15,3.67
"781","indirect object","13","part of speech",5,14,24,0,16,6.5
"782","sounds","13","part of speech",1,5,23,204,17,3
"783","sentences","13","part of speech",2,8,21,34,18,4.62
"784","vowels","13","part of speech",2,5,20,7,19,3.33
"785","infinitive","13","part of speech",4,10,18,1,20,6.85
"786","object","13","part of speech",2,6,18,65,21,5.21
"787","mouth","13","part of speech",2,5,16,103,22,3.33
"788","predicate","13","part of speech",3,9,14,0,23,5.2
"789","teeth","13","part of speech",1,5,14,103,24,5.6
"790","clause","13","part of speech",3,9,13,3,25,5.5
"791","consonant","13","part of speech",2,7,13,18,26,5
"792","phrases","13","part of speech",1,4,12,69,27,4.8
"793","lips","13","part of speech",1,4,11,69,28,3
"794","modifier","13","part of speech",4,8,10,5,29,5.11
"795","voice","13","part of speech",1,5,10,226,30,1.4
"796","vocal cords","13","part of speech",3,10,8,NA,31,NA
"797","diction","13","part of speech",2,7,6,NA,32,NA
"798","larynx","13","part of speech",2,6,6,NA,33,NA
"799","syllables","13","part of speech",3,9,6,NA,34,NA
"800","noises","13","part of speech",2,6,5,NA,35,NA
"801","talking","13","part of speech",2,7,5,NA,36,NA
"802","throat","13","part of speech",1,6,5,NA,37,NA
"803","articulation","13","part of speech",5,12,4,NA,38,NA
"804","brain","13","part of speech",1,5,4,NA,39,NA
"805","exclamation","13","part of speech",4,11,4,NA,40,NA
"806","object of preposit","13","part of speech",7,16,4,NA,41,NA
"807","predicate adjectiv","13","part of speech",6,17,4,NA,42,NA
"808","pronunciation","13","part of speech",5,13,4,NA,43,NA
"809","tone","13","part of speech",1,4,4,NA,44,NA
"810","antecedent","13","part of speech",4,10,3,NA,45,NA
"811","appositive","13","part of speech",4,10,3,NA,46,NA
"812","expletive","13","part of speech",3,9,3,NA,47,NA
"813","grammer","13","part of speech",2,7,3,NA,48,NA
"814","language","13","part of speech",2,8,3,NA,49,NA
"815","metaphor","13","part of speech",3,8,3,NA,50,NA
"816","palate","13","part of speech",2,6,3,NA,51,NA
"817","paragraph","13","part of speech",3,9,3,NA,52,NA
"818","predicate noun","13","part of speech",4,13,3,NA,53,NA
"819","proper noun","13","part of speech",3,10,3,NA,54,NA
"820","simile","13","part of speech",3,6,3,NA,55,NA
